Till statsrådet Lars-Erik Lövdén ;Regeringen//NN|UTR|SIN|DEF|NOM//nsubj//1 beslutade//VB|PRT|AKT//ROOT//1 den//DT|UTR|SIN|DEF//det//4 23//RG|NOM//nummod//4 juni//NN|UTR|SIN|IND|NOM//obj//1 1999//RG|NOM//nummod//4 att//IE//mark//7 tillkalla//VB|INF|AKT//acl//4 en//DT|UTR|SIN|IND//det//9 expertgrupp//NN|UTR|SIN|IND|NOM//obj//7 (//PAD//punct//9 dir//NN|AN//appos//9 .//MAD//punct//4
8.2 Kostnadsutjämningen / Bedömning av delmodellerna;Om//SN//mark//2 man//PN|UTR|SIN|IND|SUB//nsubj//2 jämför//VB|PRS|AKT//advcl//21 de//DT|UTR/NEU|PLU|DEF//det//5 nuvarande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//5 standardkostnaderna//NN|UTR|PLU|DEF|NOM//obj//2 i//PP//case//7 grundskolemodellen//NN|UTR|SIN|DEF|NOM//obl//2 med//PP//mark//13 hur//HA//advmod//13 standardkostnaderna//NN|UTR|PLU|DEF|NOM//nsubj//13 skulle//VB|PRT|AKT//aux//13 ha//VB|INF|AKT//aux//13 sett//VB|SUP|AKT//acl//7 ut//PL//compound:prt//13 om//SN//mark//18 modellen//NN|UTR|SIN|DEF|NOM//nsubj//18 bara//AB//advmod//18 byggt//VB|SUP|AKT//advcl//13 på//PP//case//20 åldersfaktorn//NN|UTR|SIN|DEF|NOM//obl//18 finner//VB|PRS|AKT//ROOT//21 man//PN|UTR|SIN|IND|SUB//nsubj//21 att//SN//mark//25 skillnaderna//NN|UTR|PLU|DEF|NOM//nsubj//25 blir//VB|PRS|AKT//ccomp//21 små//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//xcomp//25 .//MAD//punct//21
8.2 Kostnadsutjämningen / Bedömning av delmodellerna;Tre//RG|NOM//nummod//29 fjärdedelar//NN|UTR|PLU|IND|NOM//nsubj//32 av//PP//case//31 kommunerna//NN|UTR|PLU|DEF|NOM//nmod//29 får//VB|PRS|AKT//parataxis//21 en//DT|UTR|SIN|IND//det//34 skillnad//NN|UTR|SIN|IND|NOM//obj//32 i//PP//case//36 standardkostnad//NN|UTR|SIN|IND|NOM//nmod//34 (//PAD//punct//40 och//KN//cc//40 därmed//AB//advmod//40 bidrag//NN|NEU|SIN|IND|NOM//conj//32 ///MID//cc//42 avgift//NN|UTR|SIN|IND|NOM//conj//40 )//PAD//punct//40 jämfört//PC|PRF|NEU|SIN|IND|NOM//case//47 med//PP//fixed//44 den//DT|UTR|SIN|DEF//det//47 nuvarande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//obl//32 som//HP|-|-|-//nsubj//50 är//VB|PRS|AKT//cop//50 mindre//JJ|KOM|UTR/NEU|SIN/PLU|IND/DEF|NOM//acl:relcl//47 än//KN//fixed//50 200//RG|NOM//nummod//53 kronor//NN|UTR|PLU|IND|NOM//obj//50 per//PP//case//55 invånare//NN|UTR|SIN|IND|NOM//nmod//53 .//MAD//punct//32
8.2 Kostnadsutjämningen / Bedömning av delmodellerna;Den//DT|UTR|SIN|DEF//det//59 totala//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//59 spridningen//NN|UTR|SIN|DEF|NOM//nsubj//60 varierar//VB|PRS|AKT//parataxis//32 mellan//PP//case//64 1//RG|NOM//nummod//63 881//RG|NOM//nummod//64 kronor//NN|UTR|PLU|IND|NOM//obl//60 (//PAD//punct//64 24//RG|NOM//nummod//67 %//NN|AN//appos//64 )//PAD//punct//64 lägre//JJ|KOM|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//70 standardkostnad//NN|UTR|SIN|IND|NOM//appos//64 och//KN//cc//73 236//RG|NOM//nummod//73 kronor//NN|UTR|PLU|IND|NOM//conj//70 (//PAD//punct//73 4//RG|NOM//nummod//76 %//NN|AN//appos//73 )//PAD//punct//73 högre//JJ|KOM|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//79 standardkostnad//NN|UTR|SIN|IND|NOM//conj//64 per//PP//case//81 invånare//NN|UTR|SIN|IND|NOM//nmod//79 jämfört//PC|PRF|NEU|SIN|IND|NOM//case//84 med//PP//fixed//82 utfallet//NN|NEU|SIN|DEF|NOM//obl//60 av//PP//case//88 den//DT|UTR|SIN|DEF//det//88 nuvarande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//88 beräkningsmodellen//NN|UTR|SIN|DEF|NOM//nmod//84 .//MAD//punct//21
8.2 Kostnadsutjämningen / Bedömning av delmodellerna;De//DT|UTR/NEU|PLU|DEF//det//1 kommuner//NN|UTR|PLU|IND|NOM//nsubj//13 som//HP|-|-|-//nsubj//3 avviker//VB|PRS|AKT//acl:relcl//1 mest//AB|SUV//advmod//3 från//PP//case//8 den//DT|UTR|SIN|DEF//det//8 rena//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//8 åldersfördelningen//NN|UTR|SIN|DEF|NOM//obl//3 är//VB|PRS|AKT//cop//13 i//PP//advmod//13 första//RO|NOM//fixed//10 hand//NN|UTR|SIN|IND|NOM//fixed//10 de//PN|UTR/NEU|PLU|DEF|SUB//ROOT//13 som//HP|-|-|-//nsubj//15 har//VB|PRS|AKT//acl:relcl//13 en//DT|UTR|SIN|IND//det//18 geografisk//JJ|POS|UTR|SIN|IND|NOM//amod//18 struktur//NN|UTR|SIN|IND|NOM//obj//15 som//HP|-|-|-//nsubj//20 leder//VB|PRS|AKT//acl:relcl//18 till//PP//case//24 ett//DT|NEU|SIN|IND//det//24 större//JJ|KOM|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//24 behov//NN|NEU|SIN|IND|NOM//obl//20 av//PP//case//26 skolskjutsar//NN|UTR|PLU|IND|NOM//nmod//24 och//KN//cc//29 små//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//29 skolor//NN|UTR|PLU|IND|NOM//conj//26 ,//MID//punct//29 dvs.//AB|AN//advmod//32 glesbygdskommuner//NN|UTR|PLU|IND|NOM//appos//29 .//MAD//punct//13
8.2 Kostnadsutjämningen / Bedömning av delmodellerna;Andra//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//1 kommuner//NN|UTR|PLU|IND|NOM//nsubj//13 där//HA//advmod//1 standardkostnaden//NN|UTR|SIN|DEF|NOM//nsubj//7 beräknad//PC|PRF|UTR|SIN|IND|NOM//acl//3 efter//PP//case//6 åldersstruktur//NN|UTR|SIN|IND|NOM//nmod//4 skiljer//VB|PRS|AKT//acl:relcl//1 sig//PN|UTR/NEU|SIN/PLU|DEF|OBJ//obj//7 från//PP//case//11 den//DT|UTR|SIN|DEF//det//11 nuvarande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//obl//7 är//VB|PRS|AKT//cop//13 sådana//PN|UTR/NEU|PLU|IND|SUB/OBJ//ROOT//13 som//HP|-|-|-//nsubj//15 har//VB|PRS|AKT//acl:relcl//13 en//DT|UTR|SIN|IND//det//18 stor//JJ|POS|UTR|SIN|IND|NOM//amod//18 andel//NN|UTR|SIN|IND|NOM//obj//15 finska//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//22 och//KN//cc//21 utomnordiska//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//conj//19 barn//NN|NEU|PLU|IND|NOM//obj//15 ,//MID//punct//22 dvs.//AB|AN//advmod//25 kommuner//NN|UTR|PLU|IND|NOM//appos//22 som//HP|-|-|-//nsubj:pass//28 kan//VB|PRS|AKT//aux//28 sägas//VB|INF|SFO//acl:relcl//25 ha//VB|INF|AKT//xcomp//28 en//DT|UTR|SIN|IND//det//33 avvikande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//33 social//JJ|POS|UTR|SIN|IND|NOM//amod//33 struktur//NN|UTR|SIN|IND|NOM//obj//29 .//MAD//punct//22
8.2 Kostnadsutjämningen / Bedömning av delmodellerna;I//PP//case//38 dessa//DT|UTR/NEU|PLU|DEF//det//38 senare//JJ|KOM|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//38 fall//NN|NEU|PLU|IND|NOM//obl//41 är//VB|PRS|AKT//cop//41 dock//AB//advmod//41 skillnaderna//NN|UTR|PLU|DEF|NOM//nsubj//47 i//PP//case//43 standardkostnader//NN|UTR|PLU|IND|NOM//nmod//41 inte//AB//advmod//41 alls//AB//advmod//44 lika//AB//advmod//47 stora//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//parataxis//13 som//KN//case//50 i//PP//case//50 fallen//NN|NEU|PLU|DEF|NOM//obl//47 med//PP//case//55 en//DT|UTR|SIN|IND//det//55 avvikande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//55 geografisk//JJ|POS|UTR|SIN|IND|NOM//amod//55 struktur//NN|UTR|SIN|IND|NOM//nmod//50 .//MAD//punct//13
8.2 Kostnadsutjämningen / Bedömning av delmodellerna;En//DT|UTR|SIN|IND//det//2 vanlig//JJ|POS|UTR|SIN|IND|NOM//amod//2 metod//NN|UTR|SIN|IND|NOM//ROOT//2 att//IE//mark//4 redovisa//VB|INF|AKT//acl//2 sambandet//NN|NEU|SIN|DEF|NOM//obj//4 mellan//PP//case//8 två//RG|NOM//nummod//8 variabler//NN|UTR|PLU|IND|NOM//nmod//5 är//VB|PRS|AKT//cop//2 att//IE//mark//11 använda//VB|INF|AKT//csubj//2 sig//PN|UTR/NEU|SIN/PLU|DEF|OBJ//obj//11 av//PP//case//14 korrelationskoefficienten//NN|UTR|SIN|DEF|NOM//obl//11 .//MID//punct//2
8.2 Kostnadsutjämningen / Bedömning av delmodellerna;Denna//DT|UTR|SIN|DEF//det//17 koefficient//NN|UTR|SIN|IND|NOM//nsubj//19 kan//VB|PRS|AKT//aux//19 variera//VB|INF|AKT//parataxis//2 mellan//PP//mark//22 –//PM|NOM//punct//22 1,00//RG|NOM//advcl//19 och//KN//cc//24 +1,00//RG|NOM//conj//22 .//MID//punct//19
8.2 Kostnadsutjämningen / Bedömning av delmodellerna;Om//SN//mark//28 korrelationen//NN|UTR|SIN|DEF|NOM//nsubj//28 är//VB|PRS|AKT//advcl//30 noll//RG|NOM//advmod//28 finns//VB|PRS|SFO//conj//19 inget//DT|NEU|SIN|IND//det//32 samband//NN|NEU|SIN|IND|NOM//nsubj//30 alls//AB//advmod//30 .//MAD//punct//19
8.2 Kostnadsutjämningen / Bedömning av delmodellerna;Korrelationen//NN|UTR|SIN|DEF|NOM//nsubj//43 mellan//PP//case//39 det//DT|NEU|SIN|DEF//det//39 nuvarande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//39 utfallet//NN|NEU|SIN|DEF|NOM//nmod//35 och//KN//cc//42 ett//DT|NEU|SIN|IND//det//42 utfall//NN|NEU|SIN|IND|NOM//conj//35 baserat//PC|PRF|NEU|SIN|IND|NOM//parataxis//19 på//PP//case//47 en//DT|UTR|SIN|IND//det//47 ren//JJ|POS|UTR|SIN|IND|NOM//amod//47 åldersfördelning//NN|UTR|SIN|IND|NOM//obl//43 är//VB|PRS|AKT//cop//49 0,81//RG|NOM//nsubj//2 ,//MID//punct//53 vilket//HP|NEU|SIN|IND//nsubj:pass//53 får//VB|PRS|AKT//aux//53 betraktas//VB|INF|SFO//acl:relcl//2 som//KN//case//57 en//DT|UTR|SIN|IND//det//57 hög//JJ|POS|UTR|SIN|IND|NOM//amod//57 korrelation//NN|UTR|SIN|IND|NOM//obl//53 .//MAD//punct//2
8.2 Kostnadsutjämningen / Bedömning av delmodellerna;Med//PP//case//2 den//DT|UTR|SIN|DEF//det//2 struktur//NN|UTR|SIN|IND|NOM//obl//8 som//HP|-|-|-//obj//5 grundskolemodellen//NN|UTR|SIN|DEF|NOM//nsubj//5 har//VB|PRS|AKT//aux//8 är//VB|PRS|AKT//cop//8 det//PN|NEU|SIN|DEF|SUB/OBJ//expl//8 enkelt//JJ|POS|NEU|SIN|IND|NOM//ROOT//8 att//IE//mark//10 beräkna//VB|INF|AKT//csubj//8 hur//HA//advmod//12 stora//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//13 belopp//NN|NEU|PLU|IND|NOM//obj//10 som//KN//nsubj//19 för//PP//case//18 de//DT|UTR/NEU|PLU|DEF//det//18 enskilda//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//18 kommunerna//NN|UTR|PLU|DEF|NOM//obl//19 utgör//VB|PRS|AKT//acl:relcl//13 bidrag//NN|NEU|SIN|IND|NOM//obj//19 eller//KN//cc//22 avdrag//NN|NEU|SIN|IND|NOM//conj//20 för//PP//case//25 social//JJ|POS|UTR|SIN|IND|NOM//amod//25 struktur//NN|UTR|SIN|IND|NOM//nmod//22 (//PAD//punct//13 faktorn//NN|UTR|SIN|DEF|NOM//appos//13 barn//NN|NEU|PLU|IND|NOM//nsubj//27 med//PP//case//33 finskt//JJ|POS|NEU|SIN|IND|NOM//amod//33 eller//KN//cc//32 utomnordiskt//JJ|POS|NEU|SIN|IND|NOM//conj//30 medborgarskap//NN|NEU|SIN|IND|NOM//obl//27 )//PAD//punct//27 respektive//AB//cc//37 geografisk//JJ|POS|UTR|SIN|IND|NOM//amod//37 struktur//NN|UTR|SIN|IND|NOM//conj//27 (//PAD//punct//37 merkostnader//NN|UTR|PLU|IND|NOM//appos//37 för//PP//case//42 små//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//42 skolor//NN|UTR|PLU|IND|NOM//nmod//39 och//KN//cc//44 skolskjutsar//NN|UTR|PLU|IND|NOM//conj//42 )//PAD//punct//37 .//MAD//punct//8
8.2 Kostnadsutjämningen / Bedömning av delmodellerna;Expertgruppens//NN|UTR|SIN|DEF|GEN//nmod:poss//1 förslag//NN|NEU|SIN|IND|NOM//nsubj//2 är//VB|PRS|AKT//ROOT//2 att//SN//mark//19 kommunens//NN|UTR|SIN|DEF|GEN//nmod:poss//6 beräknade//PC|PRF|UTR/NEU|SIN|DEF|NOM//amod//6 kostnad//NN|UTR|SIN|IND|NOM//nsubj:pass//19 för//PP//case//8 grundskolan//NN|UTR|SIN|DEF|NOM//nmod//6 på//PP//case//14 grund//NN|UTR|SIN|IND|NOM//fixed//9 av//PP//fixed//9 kommunens//NN|UTR|SIN|DEF|GEN//nmod:poss//13 andel//NN|UTR|SIN|IND|NOM//nmod//14 barn//NN|NEU|PLU|IND|NOM//nmod//8 i//PP//case//16 ådrarna//NN|UTR|PLU|DEF|NOM//nmod//14 7–15//NN|UTR|SIN|IND|NOM//nummod//18 år//NN|NEU|PLU|IND|NOM//nsubj:pass//19 redovisas//VB|PRS|SFO//ccomp//2 under//PP//case//21 åldersfaktorn//NN|UTR|SIN|DEF|NOM//obl//19 ,//MID//punct//23 tillägget//NN|NEU|SIN|DEF|NOM//conj//19 ///MID//cc//25 avdraget//NN|NEU|SIN|DEF|NOM//nmod//23 för//PP//case//27 andelen//NN|UTR|SIN|DEF|NOM//obl//19 barn//NN|NEU|PLU|IND|NOM//nsubj:pass//34 med//PP//case//33 utomnordiskt//JJ|POS|NEU|SIN|IND|NOM//amod//33 eller//KN//cc//32 finskt//JJ|POS|NEU|SIN|IND|NOM//conj//30 medborgarskap//NN|NEU|SIN|IND|NOM//nmod//28 räknas//VB|PRS|SFO//conj//19 till//PP//case//38 den//DT|UTR|SIN|DEF//det//38 sociala//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//38 faktorn//NN|UTR|SIN|DEF|NOM//obl//34 och//KN//cc//40 tillägget//NN|NEU|SIN|DEF|NOM//conj//38 ///MID//cc//42 avdraget//NN|NEU|SIN|DEF|NOM//nmod//40 för//PP//case//46 barnens//NN|NEU|PLU|DEF|GEN//nmod:poss//46 geografiska//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//46 fördelning//NN|UTR|SIN|IND|NOM//obl//34 inom//PP//case//48 kommunen//NN|UTR|SIN|DEF|NOM//nmod//46 redovisas//VB|PRS|SFO//advcl//34 under//PP//case//53 den//DT|UTR|SIN|DEF//det//53 geografiska//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//53 faktorn//NN|UTR|SIN|DEF|NOM//obl//49 .//MAD//punct//2
8.2 Kostnadsutjämningen / Bedömning av delmodellerna;Gymnasieskolemodellen//NN|UTR|SIN|DEF|NOM//ROOT//0
8.2 Kostnadsutjämningen / Bedömning av delmodellerna;Gymnasieskolemodellen//NN|UTR|SIN|DEF|NOM//nsubj//1 bygger//VB|PRS|AKT//ROOT//1 på//PP//case//4 tre//RG|NOM//nummod//4 komponenter//NN|UTR|PLU|IND|NOM//obl//1 ://MID//punct//4
8.2 Kostnadsutjämningen / Bedömning av delmodellerna;andelen//NN|UTR|SIN|DEF|NOM//amod//7 ungdomar//NN|UTR|PLU|IND|NOM//appos//4 16–18//RG|NOM//nummod//9 år//NN|NEU|PLU|IND|NOM//nmod//7 ,//MID//punct//9 ungdomarnas//NN|UTR|PLU|DEF|GEN//nmod:poss//13 geografiska//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//13 fördelning//NN|UTR|SIN|IND|NOM//conj//7 inom//PP//case//15 kommunen//NN|UTR|SIN|DEF|NOM//nmod//13 samt//KN//cc//18 gymnasieelevernas//NN|UTR|PLU|DEF|GEN//nmod:poss//18 fördelning//NN|UTR|SIN|IND|NOM//conj//7 på//PP//case//21 olika//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//21 program//NN|NEU|PLU|IND|NOM//nmod//18 och//KN//cc//23 genomsnittskostnaderna//NN|UTR|PLU|DEF|NOM//conj//21 för//PP//case//25 dessa//PN|UTR/NEU|PLU|DEF|SUB/OBJ//nmod//23 (//PAD//punct//29 den//DT|UTR|SIN|DEF//det//29 s.k.//AB|AN//amod//29 programvalsfaktorn//NN|UTR|SIN|DEF|NOM//appos//4 )//PAD//punct//29 .//MAD//punct//1
8.2 Kostnadsutjämningen / Bedömning av delmodellerna;Inte//AB//advmod//1 heller//AB//advmod//5 i//PP//case//4 detta//DT|NEU|SIN|DEF//det//4 fall//NN|NEU|SIN|IND|NOM//obl//5 bli//VB|INF|AKT//advcl//27 det//PN|NEU|SIN|DEF|SUB/OBJ//expl//5 särskilt//AB//advmod//8 stor//JJ|POS|UTR|SIN|IND|NOM//amod//9 skillnad//NN|UTR|SIN|IND|NOM//xcomp//5 mellan//PP//case//13 en//DT|UTR|SIN|IND//det//13 ren//JJ|POS|UTR|SIN|IND|NOM//amod//13 åldersfördelning//NN|UTR|SIN|IND|NOM//obl//5 och//KN//cc//15 fördelningen//NN|UTR|SIN|DEF|NOM//conj//13 enligt//PP//case//19 den//DT|UTR|SIN|DEF//det//19 nuvarande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//19 modellen//NN|UTR|SIN|DEF|NOM//nmod//15 .//MAD//punct//5
8.2 Kostnadsutjämningen / Bedömning av delmodellerna;För//PP//case//23 två//RG|NOM//nummod//23 tredjedelar//NN|UTR|PLU|IND|NOM//obl//5 av//PP//case//25 kommunerna//NN|UTR|PLU|DEF|NOM//nmod//23 är//VB|PRS|AKT//cop//27 skillnaden//NN|UTR|SIN|DEF|NOM//nsubj//45 i//PP//case//29 standardkostnaden//NN|UTR|SIN|DEF|NOM//nmod//27 mindre//JJ|KOM|UTR/NEU|SIN/PLU|IND/DEF|NOM//advmod//32 än//KN//fixed//30 150//RG|NOM//nummod//33 kronor//NN|UTR|PLU|IND|NOM//nmod//27 per//PP//case//35 invånare//NN|UTR|SIN|IND|NOM//nmod//33 (//PAD//punct//27 den//DT|UTR|SIN|DEF//det//39 genomsnittliga//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//39 standardkostnaden//NN|UTR|SIN|DEF|NOM//appos//27 år//NN|NEU|SIN|IND|NOM//nmod//41 2000//RG|NOM//nmod//39 var//VB|PRT|AKT//cop//45 2//RG|NOM//nummod//45 173//RG|NOM//nummod//45 kronor//NN|UTR|PLU|IND|NOM//ROOT//45 )//PAD//punct//45 .//MAD//punct//45
8.2 Kostnadsutjämningen / Bedömning av delmodellerna;De//DT|UTR/NEU|PLU|DEF//det//50 största//JJ|SUV|UTR/NEU|SIN/PLU|DEF|NOM//amod//50 avvikelserna//NN|UTR|PLU|DEF|NOM//nsubj//53 är//VB|PRS|AKT//cop//53 635//RG|NOM//nummod//53 kronor//NN|UTR|PLU|IND|NOM//parataxis//45 i//PP//case//56 minskad//PC|PRF|UTR|SIN|IND|NOM//amod//56 standardkostnad//NN|UTR|SIN|IND|NOM//amod//59 respektive//AB//cc//59 313//RG|NOM//nummod//59 kronor//NN|UTR|PLU|IND|NOM//conj//45 i//PP//case//62 ökad//PC|PRF|UTR|SIN|IND|NOM//amod//62 standardkostnad//NN|UTR|SIN|IND|NOM//nmod//59 om//SN//mark//65 man//PN|UTR|SIN|IND|SUB//nsubj//65 jämför//VB|PRS|AKT//advcl//45 den//DT|UTR|SIN|DEF//det//69 rent//AB|POS//advmod//68 åldersbaserade//PC|PRF|UTR/NEU|SIN|DEF|NOM//amod//69 fördelningen//NN|UTR|SIN|DEF|NOM//obj//65 med//PP//case//73 den//DT|UTR|SIN|DEF//det//73 nuvarande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//73 fördelningen//NN|UTR|SIN|DEF|NOM//obl//65 .//MAD//punct//45
8.2 Kostnadsutjämningen / Bedömning av delmodellerna;Mäter//VB|PRS|AKT//parataxis//45 man//PN|UTR|SIN|IND|SUB//nsubj//75 korrelationen//NN|UTR|SIN|DEF|NOM//obj//75 uppgår//VB|PRS|AKT//parataxis//45 den//PN|UTR|SIN|DEF|SUB/OBJ//nsubj//78 till//PP//case//81 0,87//RG|NOM//obl//78 ,//MID//punct//85 vilket//HP|NEU|SIN|IND//nsubj:pass//85 måste//VB|PRS|AKT//aux//85 anses//VB|INF|SFO//acl:relcl//45 vara//VB|INF|AKT//cop//87 högt//JJ|POS|NEU|SIN|IND|NOM//xcomp//85 .//MAD//punct//45
8.2 Kostnadsutjämningen / Bedömning av delmodellerna;Även//AB//advmod//3 i//PP//case//3 detta//DT|NEU|SIN|DEF//det//3 fall//NN|NEU|SIN|IND|NOM//obl//6 är//VB|PRS|AKT//cop//6 det//PN|NEU|SIN|DEF|SUB/OBJ//expl//6 okomplicerat//JJ|POS|NEU|SIN|IND|NOM//nsubj:pass//29 att//IE//mark//8 dela//VB|INF|AKT//acl//6 upp//PL//compound:prt//8 dagens//NN|UTR|SIN|DEF|GEN//nmod:poss//11 omfördelning//NN|UTR|SIN|IND|NOM//obj//8 i//PP//case//16 de//DT|UTR/NEU|PLU|DEF//det//16 tre//RG|NOM//nummod//16 nya//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//16 komponenterna//NN|UTR|PLU|DEF|NOM//nmod//11 ://MID//punct//6
8.2 Kostnadsutjämningen / Bedömning av delmodellerna;åldersfaktorn//NN|UTR|SIN|DEF|NOM//nsubj:pass//21 har//VB|PRS|AKT//aux//21 redan//AB//advmod//21 kommenterats//VB|SUP|SFO//parataxis//6 ovan//AB//advmod//21 ,//MID//punct//24 tillägget//NN|NEU|SIN|DEF|NOM//parataxis//6 ///MID//cc//26 avdraget//NN|NEU|SIN|DEF|NOM//conj//24 för//PP//case//28 programvalsfaktorn//NN|UTR|SIN|DEF|NOM//nmod//24 räknas//VB|PRS|SFO//ROOT//29 till//PP//case//33 den//DT|UTR|SIN|DEF//det//33 sociala//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//33 faktorn//NN|UTR|SIN|DEF|NOM//obl//29 och//KN//cc//35 tillägget//NN|NEU|SIN|DEF|NOM//conj//33 ///MID//cc//37 avdraget//NN|NEU|SIN|DEF|NOM//conj//33 för//PP//case//40 gymnasieelevernas//NN|UTR|PLU|DEF|GEN//nmod:poss//40 fördelning//NN|UTR|SIN|IND|NOM//obl//29 i//PP//case//42 kommunen//NN|UTR|SIN|DEF|NOM//nmod//40 redovisas//VB|PRS|SFO//advcl//29 under//PP//case//47 den//DT|UTR|SIN|DEF//det//47 geografiska//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//47 faktorn//NN|UTR|SIN|DEF|NOM//obl//43 .//MAD//punct//29
8.2 Kostnadsutjämningen / Bedömning av delmodellerna;Barnomsorgsmodellen//NN|NEU|PLU|DEF|NOM//ROOT//0
8.2 Kostnadsutjämningen / Bedömning av delmodellerna;Barnomsorgsmodellen//NN|NEU|PLU|DEF|NOM//nsubj//1 består//VB|PRS|AKT//ROOT//1 av//PP//case//4 två//RG|NOM//nummod//4 huvudkomponenter//NN|UTR|PLU|IND|NOM//obl//1 ://MID//punct//4
8.2 Kostnadsutjämningen / Bedömning av delmodellerna;en//DT|UTR|SIN|IND//det//7 åldersersättning//NN|UTR|SIN|IND|NOM//appos//4 samt//KN//cc//10 ett//DT|NEU|SIN|IND//det//10 volymindex//NN|NEU|SIN|IND|NOM//conj//7 .//MAD//punct//1
8.2 Kostnadsutjämningen / Bedömning av delmodellerna;Volymindexet//NN|NEU|SIN|DEF|NOM//nsubj//13 står//VB|PRS|AKT//parataxis//1 för//PP//case//17 en//DT|UTR|SIN|IND//det//17 kostnadsjusterad//PC|PRF|UTR|SIN|IND|NOM//amod//17 servicevolym//NN|UTR|SIN|IND|NOM//obl//13 och//KN//cc//20 ska//VB|PRS|AKT//aux//20 spegla//VB|INF|AKT//conj//13 kommunens//NN|UTR|SIN|DEF|GEN//nmod:poss//22 produktion//NN|UTR|SIN|IND|NOM//obj//20 av//PP//case//24 barnomsorg//NN|UTR|SIN|IND|NOM//nmod//22 per//PP//case//26 barn//NN|NEU|SIN|IND|NOM//nmod//22 .//MAD//punct//13
8.2 Kostnadsutjämningen / Bedömning av delmodellerna;Indexet//NN|NEU|SIN|DEF|NOM//nsubj//29 bygger//VB|PRS|AKT//conj//13 på//PP//case//32 en//DT|UTR|SIN|IND//det//32 regressionsekvation//NN|UTR|SIN|IND|NOM//obl//29 med//PP//case//35 fyra//RG|NOM//nummod//35 variabler//NN|UTR|PLU|IND|NOM//nmod//32 .//MAD//punct//13
8.2 Kostnadsutjämningen / Bedömning av delmodellerna;"Vid//PP//case//1 beräkningen//NN|UTR|SIN|DEF|NOM//obl//4 av//PP//case//3 åldersersättningen//NN|UTR|SIN|DEF|NOM//nmod//1 använder//VB|PRS|AKT//ROOT//4 man//PN|UTR|SIN|IND|SUB//nsubj//4 tre//RG|NOM//nummod//8 olika//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//8 schablonkostnader//NN|UTR|PLU|IND|NOM//obj//4 ;//MID//punct//4"
8.2 Kostnadsutjämningen / Bedömning av delmodellerna;en//RG|UTR|SIN|IND|NOM//det//14 för//PP//case//12 barn//NN|NEU|SIN|IND|NOM//nmod//13 1–2//RG|NOM//nummod//14 år//NN|NEU|PLU|IND|NOM//appos//4 ,//MID//punct//14 en//RG|UTR|SIN|IND|NOM//conj//14 för//PP//case//18 barn//NN|NEU|SIN|IND|NOM//nmod//19 3–6//RG|NOM//nummod//20 år//NN|NEU|PLU|IND|NOM//conj//14 samt//KN//cc//26 en//PN|UTR|SIN|IND|SUB/OBJ//nummod//26 för//PP//case//24 barn//NN|NEU|SIN|IND|NOM//nmod//25 7–9//RG|NOM//nummod//26 år//NN|NEU|PLU|IND|NOM//conj//14 .//MAD//punct//4
